"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"4/30/2019","Amazon","Amzn Mktp Us*mz37e3220 Amzn.com/bill Wa","3.99","debit","Shopping","Cassie's Reward Card","",""
"4/30/2019","Amazon","Amzn Mktp Us*mz27s32q0 Amzn.com/bill Wa","3.99","debit","Shopping","Cassie's Reward Card","",""
"4/29/2019","Aliante","Regal Aliante Stadium N Las Vegas Nv","2.17","debit","Fast Food","Ryan's Reward Card","",""
"4/29/2019","Century Theaters","Century Theatres 442 Las Vegas Nv","19.50","debit","Movies & DVDs","Ryan's Reward Card","",""
"4/29/2019","Transfer from Main Checking","Mobile Payment Thank You","902.05","credit","Credit Card Payment","Ryan's Reward Card","",""
"4/29/2019","Wal-Mart","Wal-mart Neighborhood Las Vegas Nv","7.93","debit","Shopping","Ryan's Reward Card","",""
"4/29/2019","Cash Rewards Redemption","Cash Rewards Redemption 5078","58.87","credit","Income","Main Checking","",""
"4/29/2019","Internet Banking Payment To Credit Card 04/28 card 6314 6314","Internet Banking Payment To Credit Card 04/28 card 6314 6314","3617.35","debit","Credit Card Payment","Main Checking","",""
"4/29/2019","Transfer to Ryan's Reward Card","Mobile Banking Payment To Credit Card 5078","902.05","debit","Credit Card Payment","Main Checking","",""
"4/29/2019","Smith's Food","Debit Purchase 04/27 card 1746 Smiths Fo 5564 Cnorth Las Venv","59.41","debit","Groceries","Main Checking","",""
"4/29/2019","Transfer from Ryan's Checking","Mobile Banking Transfer Deposit 3211","60.00","credit","Transfer","Main Checking","",""
"4/29/2019","Allstate","Electronic Withdrawal Allstate Ins Co","173.05","debit","Auto Insurance","Main Checking","",""
"4/29/2019","04/27 card 2863 Ann Road Animal North Las Venv","Debit Purchase 04/27 card 2863 Ann Road Animal North Las Venv","179.85","debit","Veterinary","Main Checking","",""
"4/29/2019","Transfer to Main Checking","Mobile Banking Transfer Withdrawal 0644","60.00","debit","Transfer","Ryan's Checking","",""
"4/29/2019","Quest Diagnostics Incorporated","Quest Diagnostics 702-733-7866 Nv","250.00","debit","Doctor","Cassie's Reward Card","",""
"4/29/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","69.20","debit","Misc Expenses","Cassie's Reward Card","",""
"4/29/2019","Internet Payment Thank You","Internet Payment Thank You","3617.35","credit","Credit Card Payment","Cassie's Reward Card","",""
"4/26/2019","Life Ins Of Sw","Electronic Withdrawal Life Ins Of Sw","130.00","debit","Life Insurance","Main Checking","",""
"4/26/2019","Cox Enterprises","Electronic Deposit Cox Enterprises","3061.42","credit","Income","Main Checking","",""
"4/26/2019","Usborne Books & More 800-475-4522 Ok","Usborne Books & More 800-475-4522 Ok","51.49","debit","Books","Cassie's Reward Card","",""
"4/26/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","119.30","debit","Misc Expenses","Cassie's Reward Card","",""
"4/26/2019","Wal-Mart","Wal-mart #3351 Las Vegas Nv","24.40","credit","Shopping","Cassie's Reward Card","",""
"4/25/2019","Regal Cinemas","Regal Cinemas Mobile A Knoxville Tn","27.60","debit","Movies & DVDs","Ryan's Reward Card","",""
"4/25/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","31.25","debit","Misc Expenses","Cassie's Reward Card","",""
"4/25/2019","Audible.com","Audible Us*mz7ha4hv0 888-283-5051 Nj","4.86","debit","Books","Cassie's Reward Card","",""
"4/24/2019","Square Inc 9424300002190424P2 PPDL*******94662Cassandra H Burton REF # 019114001235156","Square Inc      9424300002190424Square Inc      9424300002190424P2  PPDL*******94662Cassandra H Burton    REF # 019114001235156","87.99","credit","Misc Expenses","Student Checking","",""
"4/24/2019","Cafe Rio","Cafe Rio Shadow Mounta Las Vegas Nv","13.92","debit","Fast Food","Ryan's Reward Card","",""
"4/24/2019","London Pass","London Pass London Mdb - 115.0000 Pound Sterling","149.51","debit","Amusement","Ryan's Reward Card","",""
"4/24/2019","Wal-Mart","Wal-mart Supercenter 3 North Las Veg Nv","29.91","debit","Shopping","Ryan's Reward Card","",""
"4/24/2019","London Pass","Frgn Trans Fee-london Pass Lo","4.48","debit","Amusement","Ryan's Reward Card","",""
"4/24/2019","Shell","Shell Oil 57442053906 Las Vegas Nv","47.43","debit","Gas & Fuel","Ryan's Reward Card","",""
"4/24/2019","London Pass","Frgn Trans Fee-london Pass Lo","4.49","debit","Amusement","Cassie's Reward Card","",""
"4/24/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","138.15","debit","Misc Expenses","Cassie's Reward Card","",""
"4/24/2019","London Pass","London Pass London Gb - 115.0000 Pound Sterling","149.75","debit","Amusement","Cassie's Reward Card","",""
"4/24/2019","99 Cents Only Stores LLC","99 Cents Only Stores # Las Vegas Nv","18.40","debit","Shopping","Cassie's Reward Card","",""
"4/24/2019","Amazon","Amzn Mktp Us*mz7gu4mi0 Amzn.com/bill Wa","10.79","debit","Shopping","Cassie's Reward Card","",""
"4/23/2019","Interest Paid This Period","Interest Paid This Period","0.06","credit","Interest Income","Savings","",""
"4/23/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","85.01","debit","Misc Expenses","Cassie's Reward Card","",""
"4/22/2019","PayPal","Web Authorized Pmt Paypal","2.99","debit","Shopping","Main Checking","",""
"4/22/2019","Gateway","Electronic Withdrawal Gateway One Lend","529.41","debit","Auto Payment","Main Checking","",""
"4/22/2019","Smith's Food","Smiths Food #4345 0000 Las Vegas Nv","105.00","debit","Groceries","Ryan's Reward Card","",""
"4/22/2019","Wal-Mart","Wal-mart Supercenter 3 North Las Veg Nv","24.05","debit","Shopping","Ryan's Reward Card","",""
"4/22/2019","El Pollo Loco","6108 El Pollo Loco 650 Las Vegas Nv","12.21","debit","Fast Food","Ryan's Reward Card","",""
"4/22/2019","Audible.com","Audible Us*mz9ie01j0 888-283-5051 Nj","14.95","debit","Books","Cassie's Reward Card","",""
"4/22/2019","Netflix","Netflix.com Netflix.com Ca","15.99","debit","Movies & DVDs","Cassie's Reward Card","",""
"4/22/2019","Del Taco","Del Taco #905-bake Baker Ca","6.87","debit","Fast Food","Cassie's Reward Card","",""
"4/19/2019","Pep Boys","Pepboys Store #1836 North Las Veg Nv","55.32","debit","Service & Parts","Ryan's Reward Card","",""
"4/19/2019","payment Lds Church","Web Authorized Pmt Lds Church","446.29","debit","Charity","Main Checking","",""
"4/19/2019","Paparazzi, Llc","Electronic Deposit Paparazzi, Llc","99.10","credit","Misc Expenses","Main Checking","",""
"4/19/2019","Sunnova","Electronic Withdrawal Sunnova","97.62","debit","Utilities","Main Checking","",""
"4/19/2019","Redbox","Redbox *dvd Rental 866-733-2693 Il","3.23","debit","Movies & DVDs","Cassie's Reward Card","",""
"4/18/2019","INTEREST PAYMENT","INTEREST PAYMENT","0.57","credit","Interest Income","Money Market Account","",""
"4/18/2019","Transfer from Ryan's Checking","Monthly Maintenance Fee Waived","6.95","credit","Transfer","Cassie's Checking","",""
"4/18/2019","Transfer to Ryan's Checking","Monthly Maintenance Fee","6.95","debit","Transfer","Cassie's Checking","",""
"4/18/2019","- Visa 04/17 card 2863 Truforce Nevada 702-3235959 Nv","Debit Purchase - Visa 04/17 card 2863 Truforce Nevada 702-3235959 Nv","30.00","debit","Restaurants","Main Checking","",""
"4/18/2019","Wal-Mart","Wal-mart Neighborhood North Las Veg Nv","4.26","debit","Shopping","Ryan's Reward Card","",""
"4/18/2019","Transfer to Cassie's Checking","Monthly Maintenance Fee","6.95","debit","Transfer","Ryan's Checking","",""
"4/18/2019","Transfer from Cassie's Checking","Monthly Maintenance Fee Waived","6.95","credit","Transfer","Ryan's Checking","",""
"4/18/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","69.95","debit","Misc Expenses","Cassie's Reward Card","",""
"4/17/2019","Palm Springs Aerial Tr Palm Springs Ca","Palm Springs Aerial Tr Palm Springs Ca","42.90","debit","Uncategorized","Cassie's Reward Card","",""
"4/17/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","69.95","debit","Misc Expenses","Cassie's Reward Card","",""
"4/17/2019","Stater Brothers","Staterbros092 Lake Arrowhea Ca","38.10","debit","Groceries","Cassie's Reward Card","",""
"4/16/2019","Chevron","Chevron 0307827/chevro Hesperia Ca","54.16","debit","Gas & Fuel","Ryan's Reward Card","",""
"4/16/2019","Adventure City Inc","Adventure City 0000 Anaheim Ca","59.85","debit","Sports","Ryan's Reward Card","",""
"4/16/2019","Papagayos Mexican Rest Lake Arrowhea Ca","Papagayos Mexican Rest Lake Arrowhea Ca","69.90","debit","Restaurants","Ryan's Reward Card","",""
"4/16/2019","Portos Bakery Buena Pa Buena Park Ca","Portos Bakery Buena Pa Buena Park Ca","26.98","debit","Restaurants","Ryan's Reward Card","",""
"4/16/2019","Adventure City Inc","Adventure City 0000 Anaheim Ca","6.51","debit","Sports","Ryan's Reward Card","",""
"4/16/2019","Redbox","Redbox *dvd Rental Oakbrook Ter Il","1.35","debit","Movies & DVDs","Cassie's Reward Card","",""
"4/16/2019","Wayfair","Wayfair*wayfair Wayfair.com Ma","507.68","debit","Home Improvement","Cassie's Reward Card","",""
"4/16/2019","Palm Springs Aerial Tr Palm Springs Ca","Palm Springs Aerial Tr Palm Springs Ca","7.15","debit","Uncategorized","Cassie's Reward Card","",""
"4/16/2019","Cheesewalla Redlands Ca","Cheesewalla Redlands Ca","22.14","debit","Restaurants","Cassie's Reward Card","",""
"4/15/2019","Square Inc 9424300002190415P2 PPDL*******79438Cassandra H Burton REF # 019105005557061","Square Inc      9424300002190415Square Inc      9424300002190415P2  PPDL*******79438Cassandra H Burton    REF # 019105005557061","24.09","credit","Misc Expenses","Student Checking","",""
"4/15/2019","payment Connie Burton","Web Authorized Pmt Connie Burton","79.80","debit","Financial","Main Checking","",""
"4/15/2019","Southwest Gas","Electronic Withdrawal Southwest Gas","36.19","debit","Utilities","Main Checking","",""
"4/15/2019","PayPal","Web Authorized Pmt Paypal","9.99","debit","Shopping","Main Checking","",""
"4/15/2019","Adventure City Inc","Adventure City 0432 Anaheim Ca","4.50","debit","Sports","Ryan's Reward Card","",""
"4/15/2019","Smiths-fuel #9334 0000 N Las Vegas Nv","Smiths-fuel #9334 0000 N Las Vegas Nv","36.47","debit","Gas & Fuel","Ryan's Reward Card","",""
"4/15/2019","Walgreens","Walgreens #6167 000006 Las Vegas Nv","2.49","debit","Pharmacy","Ryan's Reward Card","",""
"4/15/2019","Le Macaron French Past Las Vegas Nv","Le Macaron French Past Las Vegas Nv","6.44","debit","Restaurants","Ryan's Reward Card","",""
"4/15/2019","Jack in the Box","Jack In The Box 0726 N Las Vegas Nv","10.06","debit","Fast Food","Ryan's Reward Card","",""
"4/15/2019","Basin White","Basin White Venetian Las Vegas Nv","37.76","debit","Furnishings","Ryan's Reward Card","",""
"4/15/2019","Wayfair","Wayfair*wayfair Wayfair.com Ma","86.59","debit","Home Improvement","Cassie's Reward Card","",""
"4/15/2019","Ww Int'l-franchise 800-651-6000 Ny","Ww Int'l-franchise 800-651-6000 Ny","51.00","debit","Uncategorized","Cassie's Reward Card","",""
"4/15/2019","Wayfair","Wayfair*wayfair Wayfair.com Ma","54.11","debit","Home Improvement","Cassie's Reward Card","",""
"4/15/2019","Stater Brothers","Staterbros092 Lake Arrowhea Ca","30.03","debit","Groceries","Cassie's Reward Card","",""
"4/15/2019","Venetian/palazzo Frt D Las Vegas Nv","Venetian/palazzo Frt D Las Vegas Nv","51.02","debit","Uncategorized","Cassie's Reward Card","",""
"4/12/2019","Nv Energy South","Electronic Withdrawal Nv Energy South","14.09","debit","Utilities","Main Checking","",""
"4/12/2019","Cox Enterprises","Electronic Deposit Cox Enterprises","3061.42","credit","Income","Main Checking","",""
"4/12/2019","Home Depot","The Home Depot #3324 N Las Vegas Nv","17.17","debit","Home Improvement","Cassie's Reward Card","",""
"4/11/2019","Monthly Maintenance Fee Waived","Monthly Maintenance Fee Waived","14.95","credit","Bank Fee","Main Checking","",""
"4/11/2019","Monthly Maintenance Fee","Monthly Maintenance Fee","14.95","debit","Bank Fee","Main Checking","",""
"4/11/2019","Isagenix","Isa*isagenix Worldwide 877-8778111 Az","199.82","debit","Business Services","Cassie's Reward Card","",""
"4/11/2019","HP Instant Ink","HP *INSTANT INK","5.40","debit","Printing","CREDIT CARD","",""
"4/10/2019","Wal-Mart","Wal-mart Neighborhood North Las Veg Nv","8.60","debit","Shopping","Ryan's Reward Card","",""
"4/10/2019","Smith's Food","Debit Purchase 04/09 card 1746 Smiths Fo 2255 Enorth Las Venv","92.65","debit","Groceries","Main Checking","",""
"4/10/2019","Verizon","Verizon Premium Retail N Las Vegas Nv","714.07","debit","Home Phone","Cassie's Reward Card","",""
"4/08/2019","Cox Communications","Electronic Withdrawal Cox Comm Las","20.97","debit","Television","Main Checking","",""
"4/08/2019","PayPal","Web Authorized Pmt Paypal","24.99","debit","Shopping","Main Checking","",""
"4/08/2019","Deseret Book","Deseret Book Co #49 Las Vegas Nv","78.89","debit","Books","Cassie's Reward Card","",""
"4/08/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","69.08","debit","Misc Expenses","Cassie's Reward Card","",""
"4/08/2019","Usborne Books & More 800-475-4522 Ok","Usborne Books & More 800-475-4522 Ok","29.79","debit","Books","Cassie's Reward Card","",""
"4/08/2019","Bellagio","Bellagio Htl Self Park Las Vegas Nv","9.00","debit","Hotel","Ryan's Reward Card","",""
"4/08/2019","Bbdiner Henderson #175 Henderson Nv","Bbdiner Henderson #175 Henderson Nv","30.04","debit","Restaurants","Ryan's Reward Card","",""
"4/05/2019","04/04 card 0603 Smiths-fu 2255 Enorth Las Venv","Debit Purchase 04/04 card 0603 Smiths-fu 2255 Enorth Las Venv","35.26","debit","Gas & Fuel","Cassie's Checking","",""
"4/05/2019","PDQ","Pdq 413 724-2831878 Nv","12.64","debit","Gas & Fuel","Cassie's Reward Card","",""
"4/04/2019","Chase Credit Crd","Electronic Withdrawal Chase Credit Crd","72.64","debit","Credit Card Payment","Main Checking","",""
"4/04/2019","Temple Food Svc Las V Salt Lake Cit Ut","Temple Food Svc Las V Salt Lake Cit Ut","89.35","debit","Food & Dining","Cassie's Reward Card","",""
"4/04/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","116.01","debit","Misc Expenses","Cassie's Reward Card","",""
"4/04/2019","Wal-Mart","Walmart.com 8009666546 800-966-6546 Ar","40.97","debit","Shopping","Cassie's Reward Card","",""
"4/03/2019","Smith's Food","Smiths Food #4334 North Las Veg Nv","79.06","debit","Groceries","Cassie's Reward Card","",""
"4/03/2019","Smith's Food","Smiths Food #4334 North Las Veg Nv","209.07","debit","Groceries","Cassie's Reward Card","",""
"4/03/2019","North Las Vegas","Electronic Withdrawal North Las Vegas","109.03","debit","Utilities","Main Checking","",""
"4/03/2019","AUTOMATIC PAYMENT - THANK","AUTOMATIC PAYMENT - THANK","72.64","credit","Credit Card Payment","CREDIT CARD","",""
"4/02/2019","payment Lds Church","Web Authorized Pmt Lds Church","416.29","debit","Charity","Main Checking","",""
"4/02/2019","Brinks Home Sec","Electronic Withdrawal Brinks Home Sec","43.96","debit","Restaurants","Main Checking","",""
"4/02/2019","payment Shadow Springs C","Web Authorized Pmt Shadow Springs C","43.00","debit","Alcohol & Bars","Main Checking","",""
"4/02/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","142.48","debit","Misc Expenses","Cassie's Reward Card","",""
"4/01/2019","Transfer from Main Checking","Funds Transfer-credit 0644","50.00","credit","Transfer","Cassie's Checking","",""
"4/01/2019","Transfer to Cassie's Checking","Funds Transfer-debit 3203","50.00","debit","Transfer","Main Checking","",""
"4/01/2019","Transfer to Ryan's Checking","Funds Transfer-debit 3211","50.00","debit","Transfer","Main Checking","",""
"4/01/2019","Internal Revenue Service","Electronic Deposit Irs Treas 310","6140.00","credit","Federal Tax","Main Checking","",""
"4/01/2019","Mobile Banking Payment To Credit Card 6314","Mobile Banking Payment To Credit Card 6314","8563.56","debit","Credit Card Payment","Main Checking","",""
"4/01/2019","Transfer to Savings","Start Scheduled Transfer","20.00","debit","Transfer","Main Checking","",""
"4/01/2019","Transfer to Ryan's Reward Card","Mobile Banking Payment To Credit Card 5078","635.12","debit","Credit Card Payment","Main Checking","",""
"4/01/2019","Caliber Home Loa","Electronic Withdrawal Caliber Home Loa","1061.22","debit","Mortgage & Rent","Main Checking","",""
"4/01/2019","Transfer from Main Checking","Mobile Payment Thank You","635.12","credit","Credit Card Payment","Ryan's Reward Card","",""
"4/01/2019","Smith's Food","Smiths Food #4345 0000 Las Vegas Nv","5.40","debit","Groceries","Ryan's Reward Card","",""
"4/01/2019","Chevron","Chevron 0308989/chevro Las Vegas Nv","43.47","debit","Gas & Fuel","Ryan's Reward Card","",""
"4/01/2019","Cox Communications","Cox Communicat055430 5 Las Vegas Nv","6.51","debit","Television","Ryan's Reward Card","",""
"4/01/2019","Home Depot","The Home Depot #3324 N Las Vegas Nv","10.22","debit","Home Improvement","Ryan's Reward Card","",""
"4/01/2019","Transfer from Main Checking","Funds Transfer-credit 0644","50.00","credit","Transfer","Ryan's Checking","",""
"4/01/2019","Transfer from Main Checking","Start Scheduled Transfer Deposit","20.00","credit","Transfer","Savings","",""
"4/01/2019","Aliante","Regal Aliante Stadium N Las Vegas Nv","9.30","debit","Fast Food","Cassie's Reward Card","",""
"4/01/2019","Mobile Payment Thank You","Mobile Payment Thank You","8563.56","credit","Credit Card Payment","Cassie's Reward Card","",""
"4/01/2019","Wal-Mart","Walmart.com 8009666546 800-966-6546 Ar","62.37","debit","Shopping","Cassie's Reward Card","",""
"3/29/2019","Cox Enterprises","Electronic Deposit Cox Enterprises","3061.42","credit","Income","Main Checking","",""
"3/29/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","85.18","debit","Misc Expenses","Cassie's Reward Card","",""
"3/28/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","88.18","debit","Misc Expenses","Cassie's Reward Card","",""
"3/27/2019","IKEA","Ikea Las Vegas 462 Las Vegas Nv","172.11","debit","Furnishings","Ryan's Reward Card","",""
"3/27/2019","Allstate","Electronic Withdrawal Allstate Ins Co","173.05","debit","Auto Insurance","Main Checking","",""
"3/27/2019","Cold Stone Creamery","Coldstone #580 Las Vegas Nv","11.89","debit","Restaurants","Cassie's Reward Card","",""
"3/27/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","75.03","debit","Misc Expenses","Cassie's Reward Card","",""
"3/26/2019","Life Ins Of Sw","Electronic Withdrawal Life Ins Of Sw","130.00","debit","Life Insurance","Main Checking","",""
"3/26/2019","Paparazzi Llc 855-697-2727 Ut","Paparazzi Llc 855-697-2727 Ut","192.09","debit","Misc Expenses","Cassie's Reward Card","",""
"3/26/2019","IKEA","IKEA LAS VEGAS RESTAURAN","3.75","debit","Furnishings","CREDIT CARD","",""
